replica,network,population,true_model,sigma,net_size,colab_cond,TAT
19,Small,Mave,7,0.5,413,NOLAB,0.32397707041963103
20,Small,Mave,7,0.5,413,NOLAB,0.35464318784400106
21,Small,Mave,7,0.5,413,NOLAB,0.3964857421721556
22,Small,Mave,7,0.5,413,NOLAB,0.3943200015163886
23,Small,Mave,7,0.5,413,NOLAB,0.3894511630730012
24,Small,Mave,7,0.5,413,NOLAB,0.3562365167196343
25,Small,Mave,7,0.5,413,NOLAB,0.36171435493570336
26,Small,Mave,7,0.5,413,NOLAB,0.3691806520504891
27,Small,Mave,7,0.5,413,NOLAB,0.42038212532620195
28,Small,Mave,7,0.5,413,NOLAB,0.4252611183094668
29,Small,Mave,7,0.5,413,NOLAB,0.34987598181066554
30,Small,Mave,7,0.5,413,NOLAB,0.34026962260317334
31,Small,Mave,7,0.5,413,NOLAB,0.3702105215187074
32,Small,Mave,7,0.5,413,NOLAB,0.3334582095432733
33,Small,Mave,7,0.5,413,NOLAB,0.3377464333190903
34,Small,Mave,7,0.5,413,NOLAB,0.34604171456038785
35,Small,Mave,7,0.5,413,NOLAB,0.3782167459820437
36,Small,Mave,7,0.5,413,NOLAB,0.32606598466749975
37,Small,Mave,7,0.5,413,NOLAB,0.3964638448414112
38,Small,Mave,7,0.5,413,NOLAB,0.3802363643666158
39,Small,Mave,7,0.5,413,NOLAB,0.40769218493624665
40,Small,Mave,7,0.5,413,NOLAB,0.3575002746621655
41,Small,Mave,7,0.5,413,NOLAB,0.4243039818014183
42,Small,Mave,7,0.5,413,NOLAB,0.2971390813415482
43,Small,Mave,7,0.5,413,NOLAB,0.35909677612267576
44,Small,Mave,7,0.5,413,NOLAB,0.37981150174555234
45,Small,Mave,7,0.5,413,NOLAB,0.37269694450595525
46,Small,Mave,7,0.5,413,NOLAB,0.3976855148839197
47,Small,Mave,7,0.5,413,NOLAB,0.36204519380782313
48,Small,Mave,7,0.5,413,NOLAB,0.35124355718275574
49,Small,Mave,7,0.5,413,NOLAB,0.35265675366538424
50,Small,Mave,7,0.5,413,NOLAB,0.3440050764369942
1,Small,Mave,13,0.5,484,COLAB,0.2063332394014847
2,Small,Mave,13,0.5,484,COLAB,0.12944477880696187
3,Small,Mave,13,0.5,484,COLAB,0.1350619583663878
4,Small,Mave,13,0.5,484,COLAB,0.12291531103175134
5,Small,Mave,13,0.5,484,COLAB,0.0956016248774338
6,Small,Mave,13,0.5,484,COLAB,0.2266559220571484
7,Small,Mave,13,0.5,484,COLAB,0.17534056592163433
8,Small,Mave,13,0.5,484,COLAB,0.15495988101483943
9,Small,Mave,13,0.5,484,COLAB,0.20331794619738433
10,Small,Mave,13,0.5,484,COLAB,0.18930229877881874
11,Small,Mave,13,0.5,484,COLAB,0.1600180122907396
12,Small,Mave,13,0.5,484,COLAB,0.16456117341871035
13,Small,Mave,13,0.5,484,COLAB,0.17666510364769555
14,Small,Mave,13,0.5,484,COLAB,0.16525233930074473
15,Small,Mave,13,0.5,484,COLAB,0.19902409999812598
16,Small,Mave,13,0.5,484,COLAB,0.1541319879028134
17,Small,Mave,13,0.5,484,COLAB,0.18960410962345195
18,Small,Mave,13,0.5,484,COLAB,0.16991013837587518
19,Small,Mave,13,0.5,484,COLAB,0.2206503507345928
20,Small,Mave,13,0.5,484,COLAB,0.20776047389289637
21,Small,Mave,13,0.5,484,COLAB,0.09430818448413757
22,Small,Mave,13,0.5,484,COLAB,0.1356267533550686
23,Small,Mave,13,0.5,484,COLAB,0.21313120616874523
24,Small,Mave,13,0.5,484,COLAB,0.16300310944972893
25,Small,Mave,13,0.5,484,COLAB,0.14480732848750374
26,Small,Mave,13,0.5,484,COLAB,0.17275737829097507
27,Small,Mave,13,0.5,484,COLAB,0.10169428665770194
28,Small,Mave,13,0.5,484,COLAB,0.16462265060705708
29,Small,Mave,13,0.5,484,COLAB,0.21176355313836687
30,Small,Mave,13,0.5,484,COLAB,0.12503479521217883
31,Small,Mave,13,0.5,484,COLAB,0.19521677163835802
32,Small,Mave,13,0.5,484,COLAB,0.18576359677339532
33,Small,Mave,13,0.5,484,COLAB,0.16435185185185186
34,Small,Mave,13,0.5,484,COLAB,0.15495988101483943
35,Small,Mave,13,0.5,484,COLAB,0.1293891293891294
36,Small,Mave,13,0.5,484,COLAB,0.23039589752450063
37,Small,Mave,13,0.5,484,COLAB,0.10327185477811976
38,Small,Mave,13,0.5,484,COLAB,0.16198601398601398
39,Small,Mave,13,0.5,484,COLAB,0.211443178124292
40,Small,Mave,13,0.5,484,COLAB,0.14652983749436077
41,Small,Mave,13,0.5,484,COLAB,0.21335724046890836
42,Small,Mave,13,0.5,484,COLAB,0.17035281408349717
43,Small,Mave,13,0.5,484,COLAB,0.20719393413487638
44,Small,Mave,13,0.5,484,COLAB,0.17690121218550195
45,Small,Mave,13,0.5,484,COLAB,0.22306860022723737
46,Small,Mave,13,0.5,484,COLAB,0.19190926463653737
47,Small,Mave,13,0.5,484,COLAB,0.13829947841840484
48,Small,Mave,13,0.5,484,COLAB,0.20758222863164902
49,Small,Mave,13,0.5,484,COLAB,0.17211885039325148
50,Small,Mave,13,0.5,484,COLAB,0.18314235700668496
1,Small,Mave,13,0.5,484,NOLAB,0.11463824974623567
2,Small,Mave,13,0.5,484,NOLAB,0.15374476854563804
3,Small,Mave,13,0.5,484,NOLAB,0.1105212548579671
4,Small,Mave,13,0.5,484,NOLAB,0.117167378076469
5,Small,Mave,13,0.5,484,NOLAB,0.10346499386551629
6,Small,Mave,13,0.5,484,NOLAB,0.09382912926826643
7,Small,Mave,13,0.5,484,NOLAB,0.10566587905000939
8,Small,Mave,13,0.5,484,NOLAB,0.10974348844327701
9,Small,Mave,13,0.5,484,NOLAB,0.08501957752990814
10,Small,Mave,13,0.5,484,NOLAB,0.09255771059069012
11,Small,Mave,13,0.5,484,NOLAB,0.09585606510740201
12,Small,Mave,13,0.5,484,NOLAB,0.10058596246480392
13,Small,Mave,13,0.5,484,NOLAB,0.09415507684374867
14,Small,Mave,13,0.5,484,NOLAB,0.10722633528174953
15,Small,Mave,13,0.5,484,NOLAB,0.10580140950431118
16,Small,Mave,13,0.5,484,NOLAB,0.11988691313522068
17,Small,Mave,13,0.5,484,NOLAB,0.10704176279655846
18,Small,Mave,13,0.5,484,NOLAB,0.13662511192989152
19,Small,Mave,13,0.5,484,NOLAB,0.12073681759981376
20,Small,Mave,13,0.5,484,NOLAB,0.11382394638019415
21,Small,Mave,13,0.5,484,NOLAB,0.13839127524705697
22,Small,Mave,13,0.5,484,NOLAB,0.09118768850272668
23,Small,Mave,13,0.5,484,NOLAB,0.13729737053134966
24,Small,Mave,13,0.5,484,NOLAB,0.09581077830953219
25,Small,Mave,13,0.5,484,NOLAB,0.11700081847878836
26,Small,Mave,13,0.5,484,NOLAB,0.14800467623048266
27,Small,Mave,13,0.5,484,NOLAB,0.1380518377119906
28,Small,Mave,13,0.5,484,NOLAB,0.14014518846301235
29,Small,Mave,13,0.5,484,NOLAB,0.16057449983808975
30,Small,Mave,13,0.5,484,NOLAB,0.0674143779208885
31,Small,Mave,13,0.5,484,NOLAB,0.16597825362819385
32,Small,Mave,13,0.5,484,NOLAB,0.08867438590449954
33,Small,Mave,13,0.5,484,NOLAB,0.10150563282492328
34,Small,Mave,13,0.5,484,NOLAB,0.10974348844327701
35,Small,Mave,13,0.5,484,NOLAB,0.11944902365547475
36,Small,Mave,13,0.5,484,NOLAB,0.14780780680707367
37,Small,Mave,13,0.5,484,NOLAB,0.09456525482093663
38,Small,Mave,13,0.5,484,NOLAB,0.13687102515721028
39,Small,Mave,13,0.5,484,NOLAB,0.12777813647842057
40,Small,Mave,13,0.5,484,NOLAB,0.09607665062210519
41,Small,Mave,13,0.5,484,NOLAB,0.1277507908019789
42,Small,Mave,13,0.5,484,NOLAB,0.10814393939393939
43,Small,Mave,13,0.5,484,NOLAB,0.148122801174095
44,Small,Mave,13,0.5,484,NOLAB,0.09469830959042137
45,Small,Mave,13,0.5,484,NOLAB,0.13547965268333503
46,Small,Mave,13,0.5,484,NOLAB,0.10723566966829633
47,Small,Mave,13,0.5,484,NOLAB,0.1297750229568411
48,Small,Mave,13,0.5,484,NOLAB,0.12918853240318845
49,Small,Mave,13,0.5,484,NOLAB,0.10593579703345483
50,Small,Mave,13,0.5,484,NOLAB,0.0995128219350306
1,Small,Mave,2,0.5,484,COLAB,0.7523657708937661
2,Small,Mave,2,0.5,484,COLAB,0.7400251161093884
3,Small,Mave,2,0.5,484,COLAB,0.7444245628187854
4,Small,Mave,2,0.5,484,COLAB,0.7171915196974863
5,Small,Mave,2,0.5,484,COLAB,0.691582711137072
6,Small,Mave,2,0.5,484,COLAB,0.7682861159292136
7,Small,Mave,2,0.5,484,COLAB,0.7299453771096385
8,Small,Mave,2,0.5,484,COLAB,0.7525497206317953
9,Small,Mave,2,0.5,484,COLAB,0.7564248647758162
10,Small,Mave,2,0.5,484,COLAB,0.7302536592651598
11,Small,Mave,2,0.5,484,COLAB,0.722765523973523
12,Small,Mave,2,0.5,484,COLAB,0.7212477357636138
13,Small,Mave,2,0.5,484,COLAB,0.6946049768351051
14,Small,Mave,2,0.5,484,COLAB,0.7459082669765026
15,Small,Mave,2,0.5,484,COLAB,0.7626886819110259
16,Small,Mave,2,0.5,484,COLAB,0.784045198566518
17,Small,Mave,2,0.5,484,COLAB,0.696781976553053
18,Small,Mave,2,0.5,484,COLAB,0.7323541977303143
19,Small,Mave,2,0.5,484,COLAB,0.7209862873344194
20,Small,Mave,2,0.5,484,COLAB,0.759639918580316
21,Small,Mave,2,0.5,484,COLAB,0.7164633438573684
22,Small,Mave,2,0.5,484,COLAB,0.7218465428303535
23,Small,Mave,2,0.5,484,COLAB,0.7764195042398766
24,Small,Mave,2,0.5,484,COLAB,0.7587340030350193
25,Small,Mave,2,0.5,484,COLAB,0.7876411314956884
26,Small,Mave,2,0.5,484,COLAB,0.7192717814603685
27,Small,Mave,2,0.5,484,COLAB,0.7845466796994645
28,Small,Mave,2,0.5,484,COLAB,0.7668907430107953
29,Small,Mave,2,0.5,484,COLAB,0.7636747965681328
30,Small,Mave,2,0.5,484,COLAB,0.7414913917692124
31,Small,Mave,2,0.5,484,COLAB,0.7533003062407363
32,Small,Mave,2,0.5,484,COLAB,0.7647450177368296
33,Small,Mave,2,0.5,484,COLAB,0.7399000266595575
34,Small,Mave,2,0.5,484,COLAB,0.7525497206317953
35,Small,Mave,2,0.5,484,COLAB,0.7757659534077875
36,Small,Mave,2,0.5,484,COLAB,0.7490942677333569
37,Small,Mave,2,0.5,484,COLAB,0.7482051585074009
38,Small,Mave,2,0.5,484,COLAB,0.7554115556751273
39,Small,Mave,2,0.5,484,COLAB,0.7376054270538124
40,Small,Mave,2,0.5,484,COLAB,0.7434049805630559
41,Small,Mave,2,0.5,484,COLAB,0.7547974473746519
42,Small,Mave,2,0.5,484,COLAB,0.7292075279812694
43,Small,Mave,2,0.5,484,COLAB,0.74939913290882
44,Small,Mave,2,0.5,484,COLAB,0.7606551541210632
45,Small,Mave,2,0.5,484,COLAB,0.7707850265414796
46,Small,Mave,2,0.5,484,COLAB,0.730811385878595
47,Small,Mave,2,0.5,484,COLAB,0.7390986638033882
48,Small,Mave,2,0.5,484,COLAB,0.6970347584397738
49,Small,Mave,2,0.5,484,COLAB,0.757334922003076
50,Small,Mave,2,0.5,484,COLAB,0.7258284725696414
1,Small,Mave,2,0.5,484,NOLAB,0.7332495852460491
2,Small,Mave,2,0.5,484,NOLAB,0.7547372882301112
3,Small,Mave,2,0.5,484,NOLAB,0.7387127413732325
4,Small,Mave,2,0.5,484,NOLAB,0.7358594783491701
5,Small,Mave,2,0.5,484,NOLAB,0.7319356081964941
6,Small,Mave,2,0.5,484,NOLAB,0.7260952791415985
7,Small,Mave,2,0.5,484,NOLAB,0.7493360102055754
8,Small,Mave,2,0.5,484,NOLAB,0.748762161557913
9,Small,Mave,2,0.5,484,NOLAB,0.7249686503352192
10,Small,Mave,2,0.5,484,NOLAB,0.7537388701035722
11,Small,Mave,2,0.5,484,NOLAB,0.7485131063371111
12,Small,Mave,2,0.5,484,NOLAB,0.7334871587911542
13,Small,Mave,2,0.5,484,NOLAB,0.7260687987152873
14,Small,Mave,2,0.5,484,NOLAB,0.7303978882037334
15,Small,Mave,2,0.5,484,NOLAB,0.7668143603726426
16,Small,Mave,2,0.5,484,NOLAB,0.7269790100334963
17,Small,Mave,2,0.5,484,NOLAB,0.6957530295577516
18,Small,Mave,2,0.5,484,NOLAB,0.7419778502068598
19,Small,Mave,2,0.5,484,NOLAB,0.7448517704147396
20,Small,Mave,2,0.5,484,NOLAB,0.7584786362039457
21,Small,Mave,2,0.5,484,NOLAB,0.7158869822143696
22,Small,Mave,2,0.5,484,NOLAB,0.7413887468175496
23,Small,Mave,2,0.5,484,NOLAB,0.7255963280051467
24,Small,Mave,2,0.5,484,NOLAB,0.6974345939742905
25,Small,Mave,2,0.5,484,NOLAB,0.743644479498874
26,Small,Mave,2,0.5,484,NOLAB,0.7230483235307245
27,Small,Mave,2,0.5,484,NOLAB,0.7385579371468395
28,Small,Mave,2,0.5,484,NOLAB,0.7503377716207139
29,Small,Mave,2,0.5,484,NOLAB,0.7694992587004664
30,Small,Mave,2,0.5,484,NOLAB,0.7422965354934049
31,Small,Mave,2,0.5,484,NOLAB,0.7407967843657068
32,Small,Mave,2,0.5,484,NOLAB,0.7398911946179286
33,Small,Mave,2,0.5,484,NOLAB,0.7328904506243591
34,Small,Mave,2,0.5,484,NOLAB,0.748762161557913
35,Small,Mave,2,0.5,484,NOLAB,0.7565985722808534
36,Small,Mave,2,0.5,484,NOLAB,0.7557357911806655
37,Small,Mave,2,0.5,484,NOLAB,0.7625867199939343
38,Small,Mave,2,0.5,484,NOLAB,0.7486551465063862
39,Small,Mave,2,0.5,484,NOLAB,0.716679880197322
40,Small,Mave,2,0.5,484,NOLAB,0.7249525371492753
41,Small,Mave,2,0.5,484,NOLAB,0.725455517277626
42,Small,Mave,2,0.5,484,NOLAB,0.7360440084984511
43,Small,Mave,2,0.5,484,NOLAB,0.7138550823184774
44,Small,Mave,2,0.5,484,NOLAB,0.6964298134358891
45,Small,Mave,2,0.5,484,NOLAB,0.7367979276596153
46,Small,Mave,2,0.5,484,NOLAB,0.7545740174461011
47,Small,Mave,2,0.5,484,NOLAB,0.731464939483828
48,Small,Mave,2,0.5,484,NOLAB,0.734914697211348
49,Small,Mave,2,0.5,484,NOLAB,0.748488219441807
50,Small,Mave,2,0.5,484,NOLAB,0.7120429241064848
1,Small,Mave,7,0.5,484,COLAB,0.457007022449968
2,Small,Mave,7,0.5,484,COLAB,0.4302916186174643
3,Small,Mave,7,0.5,484,COLAB,0.4855828391327474
4,Small,Mave,7,0.5,484,COLAB,0.4815825981034877
5,Small,Mave,7,0.5,484,COLAB,0.4431648991225975
6,Small,Mave,7,0.5,484,COLAB,0.4805502494932169
7,Small,Mave,7,0.5,484,COLAB,0.41696276084097295
8,Small,Mave,7,0.5,484,COLAB,0.4745934088358331
9,Small,Mave,7,0.5,484,COLAB,0.3999536905101168
10,Small,Mave,7,0.5,484,COLAB,0.4358514200134866
11,Small,Mave,7,0.5,484,COLAB,0.4551057395555003
12,Small,Mave,7,0.5,484,COLAB,0.4907401089351727
13,Small,Mave,7,0.5,484,COLAB,0.4457874252584916
14,Small,Mave,7,0.5,484,COLAB,0.42585190213502033
15,Small,Mave,7,0.5,484,COLAB,0.478622805645921
16,Small,Mave,7,0.5,484,COLAB,0.45583653252226397
17,Small,Mave,7,0.5,484,COLAB,0.43472726476536255
18,Small,Mave,7,0.5,484,COLAB,0.4612581552110203
19,Small,Mave,7,0.5,484,COLAB,0.45817987550691675
20,Small,Mave,7,0.5,484,COLAB,0.37651057876372346
21,Small,Mave,7,0.5,484,COLAB,0.4200884769066587
22,Small,Mave,7,0.5,484,COLAB,0.4694183181065426
23,Small,Mave,7,0.5,484,COLAB,0.39049072817729535
24,Small,Mave,7,0.5,484,COLAB,0.41944051629857826
25,Small,Mave,7,0.5,484,COLAB,0.44007845584816513
26,Small,Mave,7,0.5,484,COLAB,0.4256365898304801
27,Small,Mave,7,0.5,484,COLAB,0.427117641057035
28,Small,Mave,7,0.5,484,COLAB,0.4737388189622396
29,Small,Mave,7,0.5,484,COLAB,0.44708136082805106
30,Small,Mave,7,0.5,484,COLAB,0.45675221666679877
31,Small,Mave,7,0.5,484,COLAB,0.4244448845261817
32,Small,Mave,7,0.5,484,COLAB,0.41605886355338706
33,Small,Mave,7,0.5,484,COLAB,0.44016509525472397
34,Small,Mave,7,0.5,484,COLAB,0.4745934088358331
35,Small,Mave,7,0.5,484,COLAB,0.4016125580323335
36,Small,Mave,7,0.5,484,COLAB,0.4182393286188975
37,Small,Mave,7,0.5,484,COLAB,0.45419705833258933
38,Small,Mave,7,0.5,484,COLAB,0.4750302237548804
39,Small,Mave,7,0.5,484,COLAB,0.4629951830908769
40,Small,Mave,7,0.5,484,COLAB,0.45679343613227913
41,Small,Mave,7,0.5,484,COLAB,0.4689001717130539
42,Small,Mave,7,0.5,484,COLAB,0.44476904985310806
43,Small,Mave,7,0.5,484,COLAB,0.3807185880375403
44,Small,Mave,7,0.5,484,COLAB,0.418704213855729
45,Small,Mave,7,0.5,484,COLAB,0.447316043906953
46,Small,Mave,7,0.5,484,COLAB,0.42866690447371164
47,Small,Mave,7,0.5,484,COLAB,0.42232558627344047
48,Small,Mave,7,0.5,484,COLAB,0.44389613926218113
49,Small,Mave,7,0.5,484,COLAB,0.4957762318234125
50,Small,Mave,7,0.5,484,COLAB,0.4758294996539511
1,Small,Mave,7,0.5,484,NOLAB,0.37703683571977703
2,Small,Mave,7,0.5,484,NOLAB,0.3383000428713141
3,Small,Mave,7,0.5,484,NOLAB,0.3879999093477571
4,Small,Mave,7,0.5,484,NOLAB,0.3726135202897205
5,Small,Mave,7,0.5,484,NOLAB,0.32638488783943326
6,Small,Mave,7,0.5,484,NOLAB,0.3151848763831121
7,Small,Mave,7,0.5,484,NOLAB,0.38082749593259996
8,Small,Mave,7,0.5,484,NOLAB,0.3471555431551198
9,Small,Mave,7,0.5,484,NOLAB,0.38937749040731995
10,Small,Mave,7,0.5,484,NOLAB,0.36167218153590414
11,Small,Mave,7,0.5,484,NOLAB,0.37102337245948225
12,Small,Mave,7,0.5,484,NOLAB,0.39353688399142944
13,Small,Mave,7,0.5,484,NOLAB,0.37546031065687085
14,Small,Mave,7,0.5,484,NOLAB,0.3732459538567493
15,Small,Mave,7,0.5,484,NOLAB,0.3657911990087457
16,Small,Mave,7,0.5,484,NOLAB,0.3673546136932292
17,Small,Mave,7,0.5,484,NOLAB,0.344256406802708
18,Small,Mave,7,0.5,484,NOLAB,0.3254412243471612
19,Small,Mave,7,0.5,484,NOLAB,0.39920279906778555
20,Small,Mave,7,0.5,484,NOLAB,0.3545435931799568
21,Small,Mave,7,0.5,484,NOLAB,0.35207693385991856
22,Small,Mave,7,0.5,484,NOLAB,0.3540521386757182
23,Small,Mave,7,0.5,484,NOLAB,0.37129449214765503
24,Small,Mave,7,0.5,484,NOLAB,0.3327953222100171
25,Small,Mave,7,0.5,484,NOLAB,0.32910305253455063
26,Small,Mave,7,0.5,484,NOLAB,0.3741563876379473
27,Small,Mave,7,0.5,484,NOLAB,0.40179939085209465
28,Small,Mave,7,0.5,484,NOLAB,0.40867343530826267
29,Small,Mave,7,0.5,484,NOLAB,0.34067570647575457
30,Small,Mave,7,0.5,484,NOLAB,0.3677354075272369
31,Small,Mave,7,0.5,484,NOLAB,0.3877808638074482
32,Small,Mave,7,0.5,484,NOLAB,0.3615523830236749
33,Small,Mave,7,0.5,484,NOLAB,0.3361399538855836
34,Small,Mave,7,0.5,484,NOLAB,0.3471555431551198
35,Small,Mave,7,0.5,484,NOLAB,0.37545179167670645
36,Small,Mave,7,0.5,484,NOLAB,0.38727753972587525
37,Small,Mave,7,0.5,484,NOLAB,0.404439024963911
38,Small,Mave,7,0.5,484,NOLAB,0.30564727480311893
39,Small,Mave,7,0.5,484,NOLAB,0.3453049833477242
40,Small,Mave,7,0.5,484,NOLAB,0.38199187714482846
41,Small,Mave,7,0.5,484,NOLAB,0.3932832764715301
42,Small,Mave,7,0.5,484,NOLAB,0.28303288307408053
43,Small,Mave,7,0.5,484,NOLAB,0.382250911338044
44,Small,Mave,7,0.5,484,NOLAB,0.37119515678172094
45,Small,Mave,7,0.5,484,NOLAB,0.31150919121655507
46,Small,Mave,7,0.5,484,NOLAB,0.42702155242262196
47,Small,Mave,7,0.5,484,NOLAB,0.38194427338005443
48,Small,Mave,7,0.5,484,NOLAB,0.3420002997311786
49,Small,Mave,7,0.5,484,NOLAB,0.3416189707853463
50,Small,Mave,7,0.5,484,NOLAB,0.3919439016434422
1,Small,Mave,13,0.8,413,COLAB,0.004603243123941084
2,Small,Mave,13,0.8,413,COLAB,0.009916033518458744
3,Small,Mave,13,0.8,413,COLAB,0.007268034793136116
4,Small,Mave,13,0.8,413,COLAB,0.005698818807022715
5,Small,Mave,13,0.8,413,COLAB,0.005052316145116303
6,Small,Mave,13,0.8,413,COLAB,0.00608531783867458
7,Small,Mave,13,0.8,413,COLAB,0.006203851564503362
8,Small,Mave,13,0.8,413,COLAB,0.004929272333375813
9,Small,Mave,13,0.8,413,COLAB,0.007277538868673505
10,Small,Mave,13,0.8,413,COLAB,0.008494330528228835
11,Small,Mave,13,0.8,413,COLAB,0.00624071483565937
12,Small,Mave,13,0.8,413,COLAB,0.008122778543140854
13,Small,Mave,13,0.8,413,COLAB,0.0061087961659502844
14,Small,Mave,13,0.8,413,COLAB,0.007136007499946356
15,Small,Mave,13,0.8,413,COLAB,0.004758657342613033
16,Small,Mave,13,0.8,413,COLAB,0.004570148612995538
17,Small,Mave,13,0.8,413,COLAB,0.004488258580268267
18,Small,Mave,13,0.8,413,COLAB,0.006733813774230986
19,Small,Mave,13,0.8,413,COLAB,0.004669892944303531
20,Small,Mave,13,0.8,413,COLAB,0.009178064262810025
21,Small,Mave,13,0.8,413,COLAB,0.004994820886595106
22,Small,Mave,13,0.8,413,COLAB,0.006252182820023402
23,Small,Mave,13,0.8,413,COLAB,0.0055114663746452875
24,Small,Mave,13,0.8,413,COLAB,0.004912374625346264
25,Small,Mave,13,0.8,413,COLAB,0.007032934499443269
26,Small,Mave,13,0.8,413,COLAB,0.009290243212170809
27,Small,Mave,13,0.8,413,COLAB,0.008380952380952381
28,Small,Mave,13,0.8,413,COLAB,0.007086142959804288
29,Small,Mave,13,0.8,413,COLAB,0.0045735808447672855
30,Small,Mave,13,0.8,413,COLAB,0.005848059784744496
31,Small,Mave,13,0.8,413,COLAB,0.008828499860258954
32,Small,Mave,13,0.8,413,COLAB,0.005097571810224549
33,Small,Mave,13,0.8,413,COLAB,0.005060880099208658
34,Small,Mave,13,0.8,413,COLAB,0.004929272333375813
35,Small,Mave,13,0.8,413,COLAB,0.00579597098764429
36,Small,Mave,13,0.8,413,COLAB,0.006173147626112155
37,Small,Mave,13,0.8,413,COLAB,0.007991939808570454
38,Small,Mave,13,0.8,413,COLAB,0.00820082220617457
39,Small,Mave,13,0.8,413,COLAB,0.010217324399586194
40,Small,Mave,13,0.8,413,COLAB,0.007276989892002
41,Small,Mave,13,0.8,413,COLAB,0.0076618048035386995
42,Small,Mave,13,0.8,413,COLAB,0.010180321654843774
43,Small,Mave,13,0.8,413,COLAB,0.007280687258557803
44,Small,Mave,13,0.8,413,COLAB,0.004881540231199915
45,Small,Mave,13,0.8,413,COLAB,0.0064139842098542435
46,Small,Mave,13,0.8,413,COLAB,0.006375948021951896
47,Small,Mave,13,0.8,413,COLAB,0.005086448728349116
48,Small,Mave,13,0.8,413,COLAB,0.007063647083179565
49,Small,Mave,13,0.8,413,COLAB,0.006917233516316841
50,Small,Mave,13,0.8,413,COLAB,0.004181826249001687
1,Small,Mave,13,0.8,413,NOLAB,0.0061000183774338
2,Small,Mave,13,0.8,413,NOLAB,0.006475934344194574
3,Small,Mave,13,0.8,413,NOLAB,0.00541018317015551
4,Small,Mave,13,0.8,413,NOLAB,0.008198859021391426
5,Small,Mave,13,0.8,413,NOLAB,0.007615585095212027
6,Small,Mave,13,0.8,413,NOLAB,0.0063432289632011606
7,Small,Mave,13,0.8,413,NOLAB,0.005661367377028709
8,Small,Mave,13,0.8,413,NOLAB,0.007676640046856131
9,Small,Mave,13,0.8,413,NOLAB,0.007832514518262024
10,Small,Mave,13,0.8,413,NOLAB,0.004731367033230342
11,Small,Mave,13,0.8,413,NOLAB,0.005521679955583658
12,Small,Mave,13,0.8,413,NOLAB,0.006990034501055059
13,Small,Mave,13,0.8,413,NOLAB,0.005144505894954335
14,Small,Mave,13,0.8,413,NOLAB,0.009872196057256397
15,Small,Mave,13,0.8,413,NOLAB,0.003098300217796003
16,Small,Mave,13,0.8,413,NOLAB,0.008737949934012406
17,Small,Mave,13,0.8,413,NOLAB,0.005878032996677066
18,Small,Mave,13,0.8,413,NOLAB,0.006549866598292747
19,Small,Mave,13,0.8,413,NOLAB,0.005189929849000516
20,Small,Mave,13,0.8,413,NOLAB,0.006567915301713906
21,Small,Mave,13,0.8,413,NOLAB,0.005489450685444702
22,Small,Mave,13,0.8,413,NOLAB,0.006371465474715601
23,Small,Mave,13,0.8,413,NOLAB,0.005396570777081573
24,Small,Mave,13,0.8,413,NOLAB,0.005746246973365617
25,Small,Mave,13,0.8,413,NOLAB,0.007869485389556754
26,Small,Mave,13,0.8,413,NOLAB,0.006837925221236825
27,Small,Mave,13,0.8,413,NOLAB,0.004715479639700267
28,Small,Mave,13,0.8,413,NOLAB,0.00908870395669905
29,Small,Mave,13,0.8,413,NOLAB,0.006614531491724589
30,Small,Mave,13,0.8,413,NOLAB,0.004732212448502395
31,Small,Mave,13,0.8,413,NOLAB,0.008591202331919272
32,Small,Mave,13,0.8,413,NOLAB,0.00689485486134799
33,Small,Mave,13,0.8,413,NOLAB,0.007476740590831153
34,Small,Mave,13,0.8,413,NOLAB,0.007676640046856131
35,Small,Mave,13,0.8,413,NOLAB,0.006212761670963337
36,Small,Mave,13,0.8,413,NOLAB,0.0045549582191455155
37,Small,Mave,13,0.8,413,NOLAB,0.004846353761392086
38,Small,Mave,13,0.8,413,NOLAB,0.00957835852049762
39,Small,Mave,13,0.8,413,NOLAB,0.008632303118464886
40,Small,Mave,13,0.8,413,NOLAB,0.005751641636735599
41,Small,Mave,13,0.8,413,NOLAB,0.008083054788789712
42,Small,Mave,13,0.8,413,NOLAB,0.00728597706327308
43,Small,Mave,13,0.8,413,NOLAB,0.005612883305978516
44,Small,Mave,13,0.8,413,NOLAB,0.009660471341136595
45,Small,Mave,13,0.8,413,NOLAB,0.005647825128422027
46,Small,Mave,13,0.8,413,NOLAB,0.007117046974506396
47,Small,Mave,13,0.8,413,NOLAB,0.00788623857652067
48,Small,Mave,13,0.8,413,NOLAB,0.006826057328442391
49,Small,Mave,13,0.8,413,NOLAB,0.006292380186185494
50,Small,Mave,13,0.8,413,NOLAB,0.008396904293912722
1,Small,Mave,2,0.8,413,COLAB,0.19478393885231177
2,Small,Mave,2,0.8,413,COLAB,0.16693448896838725
3,Small,Mave,2,0.8,413,COLAB,0.2299422036659018
4,Small,Mave,2,0.8,413,COLAB,0.15832410422294052
5,Small,Mave,2,0.8,413,COLAB,0.11401576962200656
6,Small,Mave,2,0.8,413,COLAB,0.17563590206058213
7,Small,Mave,2,0.8,413,COLAB,0.16963657697780632
8,Small,Mave,2,0.8,413,COLAB,0.166402104476843
9,Small,Mave,2,0.8,413,COLAB,0.18646110060026205
10,Small,Mave,2,0.8,413,COLAB,0.16904187713603155
11,Small,Mave,2,0.8,413,COLAB,0.19643703472045343
