replica,network,population,sigma,net_size,colab_cond,true_model,TAT_C
43,Lattice,All,0.2,484,COLAB,7,0.98
44,Lattice,All,0.2,484,COLAB,7,0.98
45,Lattice,All,0.2,484,COLAB,7,0.99
46,Lattice,All,0.2,484,COLAB,7,0.98
47,Lattice,All,0.2,484,COLAB,7,0.96
48,Lattice,All,0.2,484,COLAB,7,0.97
49,Lattice,All,0.2,484,COLAB,7,1
50,Lattice,All,0.2,484,COLAB,7,0.96
1,Lattice,All,0.2,484,NOLAB,7,0.98
2,Lattice,All,0.2,484,NOLAB,7,0.99
3,Lattice,All,0.2,484,NOLAB,7,0.95
4,Lattice,All,0.2,484,NOLAB,7,1
5,Lattice,All,0.2,484,NOLAB,7,0.98
6,Lattice,All,0.2,484,NOLAB,7,1
7,Lattice,All,0.2,484,NOLAB,7,0.99
8,Lattice,All,0.2,484,NOLAB,7,0.99
9,Lattice,All,0.2,484,NOLAB,7,0.97
10,Lattice,All,0.2,484,NOLAB,7,0.99
11,Lattice,All,0.2,484,NOLAB,7,0.97
12,Lattice,All,0.2,484,NOLAB,7,0.99
13,Lattice,All,0.2,484,NOLAB,7,0.99
14,Lattice,All,0.2,484,NOLAB,7,0.98
15,Lattice,All,0.2,484,NOLAB,7,0.99
16,Lattice,All,0.2,484,NOLAB,7,1
17,Lattice,All,0.2,484,NOLAB,7,0.96
18,Lattice,All,0.2,484,NOLAB,7,0.99
19,Lattice,All,0.2,484,NOLAB,7,0.98
20,Lattice,All,0.2,484,NOLAB,7,1
21,Lattice,All,0.2,484,NOLAB,7,1
22,Lattice,All,0.2,484,NOLAB,7,0.99
23,Lattice,All,0.2,484,NOLAB,7,0.99
24,Lattice,All,0.2,484,NOLAB,7,1
25,Lattice,All,0.2,484,NOLAB,7,0.99
26,Lattice,All,0.2,484,NOLAB,7,1
27,Lattice,All,0.2,484,NOLAB,7,1
28,Lattice,All,0.2,484,NOLAB,7,0.98
29,Lattice,All,0.2,484,NOLAB,7,1
30,Lattice,All,0.2,484,NOLAB,7,0.99
31,Lattice,All,0.2,484,NOLAB,7,0.99
32,Lattice,All,0.2,484,NOLAB,7,0.99
33,Lattice,All,0.2,484,NOLAB,7,0.98
34,Lattice,All,0.2,484,NOLAB,7,0.99
35,Lattice,All,0.2,484,NOLAB,7,0.99
36,Lattice,All,0.2,484,NOLAB,7,0.99
37,Lattice,All,0.2,484,NOLAB,7,1
38,Lattice,All,0.2,484,NOLAB,7,1
39,Lattice,All,0.2,484,NOLAB,7,1
40,Lattice,All,0.2,484,NOLAB,7,1
41,Lattice,All,0.2,484,NOLAB,7,1
42,Lattice,All,0.2,484,NOLAB,7,1
43,Lattice,All,0.2,484,NOLAB,7,0.97
44,Lattice,All,0.2,484,NOLAB,7,1
45,Lattice,All,0.2,484,NOLAB,7,0.99
46,Lattice,All,0.2,484,NOLAB,7,0.98
47,Lattice,All,0.2,484,NOLAB,7,0.98
48,Lattice,All,0.2,484,NOLAB,7,0.99
49,Lattice,All,0.2,484,NOLAB,7,1
50,Lattice,All,0.2,484,NOLAB,7,1
1,Lattice,All,0.5,413,COLAB,13,0.9
2,Lattice,All,0.5,413,COLAB,13,0.76
3,Lattice,All,0.5,413,COLAB,13,0.82
4,Lattice,All,0.5,413,COLAB,13,0.41
5,Lattice,All,0.5,413,COLAB,13,0.65
6,Lattice,All,0.5,413,COLAB,13,0.55
7,Lattice,All,0.5,413,COLAB,13,0.59
8,Lattice,All,0.5,413,COLAB,13,0.81
9,Lattice,All,0.5,413,COLAB,13,0.06
10,Lattice,All,0.5,413,COLAB,13,0.9
11,Lattice,All,0.5,413,COLAB,13,0.53
12,Lattice,All,0.5,413,COLAB,13,0.82
13,Lattice,All,0.5,413,COLAB,13,0.91
14,Lattice,All,0.5,413,COLAB,13,0.61
15,Lattice,All,0.5,413,COLAB,13,0.63
16,Lattice,All,0.5,413,COLAB,13,0.5
17,Lattice,All,0.5,413,COLAB,13,1
18,Lattice,All,0.5,413,COLAB,13,0.8
19,Lattice,All,0.5,413,COLAB,13,0.71
20,Lattice,All,0.5,413,COLAB,13,0.9
21,Lattice,All,0.5,413,COLAB,13,0.68
22,Lattice,All,0.5,413,COLAB,13,0.63
23,Lattice,All,0.5,413,COLAB,13,0.69
24,Lattice,All,0.5,413,COLAB,13,0.92
25,Lattice,All,0.5,413,COLAB,13,0.85
26,Lattice,All,0.5,413,COLAB,13,0.69
27,Lattice,All,0.5,413,COLAB,13,0.63
28,Lattice,All,0.5,413,COLAB,13,0.9
29,Lattice,All,0.5,413,COLAB,13,0.79
30,Lattice,All,0.5,413,COLAB,13,0.79
31,Lattice,All,0.5,413,COLAB,13,0.62
32,Lattice,All,0.5,413,COLAB,13,0.81
33,Lattice,All,0.5,413,COLAB,13,0.75
34,Lattice,All,0.5,413,COLAB,13,0.81
35,Lattice,All,0.5,413,COLAB,13,0.83
36,Lattice,All,0.5,413,COLAB,13,0.55
37,Lattice,All,0.5,413,COLAB,13,0.56
38,Lattice,All,0.5,413,COLAB,13,0.63
39,Lattice,All,0.5,413,COLAB,13,0.74
40,Lattice,All,0.5,413,COLAB,13,0.49
41,Lattice,All,0.5,413,COLAB,13,0.77
42,Lattice,All,0.5,413,COLAB,13,0.85
43,Lattice,All,0.5,413,COLAB,13,0.68
44,Lattice,All,0.5,413,COLAB,13,0.83
45,Lattice,All,0.5,413,COLAB,13,0.75
46,Lattice,All,0.5,413,COLAB,13,0.7
47,Lattice,All,0.5,413,COLAB,13,0.84
48,Lattice,All,0.5,413,COLAB,13,0.65
49,Lattice,All,0.5,413,COLAB,13,0.78
50,Lattice,All,0.5,413,COLAB,13,0.7
1,Lattice,All,0.5,413,NOLAB,13,0.55
2,Lattice,All,0.5,413,NOLAB,13,0.58
3,Lattice,All,0.5,413,NOLAB,13,0.17
4,Lattice,All,0.5,413,NOLAB,13,0.03
5,Lattice,All,0.5,413,NOLAB,13,0.03
6,Lattice,All,0.5,413,NOLAB,13,0
7,Lattice,All,0.5,413,NOLAB,13,0.03
8,Lattice,All,0.5,413,NOLAB,13,0.16
9,Lattice,All,0.5,413,NOLAB,13,0.01
10,Lattice,All,0.5,413,NOLAB,13,0.02
11,Lattice,All,0.5,413,NOLAB,13,0.05
12,Lattice,All,0.5,413,NOLAB,13,0.19
13,Lattice,All,0.5,413,NOLAB,13,0.02
14,Lattice,All,0.5,413,NOLAB,13,0.06
15,Lattice,All,0.5,413,NOLAB,13,0.37
16,Lattice,All,0.5,413,NOLAB,13,0.05
17,Lattice,All,0.5,413,NOLAB,13,0.19
18,Lattice,All,0.5,413,NOLAB,13,0.03
19,Lattice,All,0.5,413,NOLAB,13,0.09
20,Lattice,All,0.5,413,NOLAB,13,0.4
21,Lattice,All,0.5,413,NOLAB,13,0.17
22,Lattice,All,0.5,413,NOLAB,13,0.06
23,Lattice,All,0.5,413,NOLAB,13,0.02
24,Lattice,All,0.5,413,NOLAB,13,0.4
25,Lattice,All,0.5,413,NOLAB,13,0.04
26,Lattice,All,0.5,413,NOLAB,13,0.25
27,Lattice,All,0.5,413,NOLAB,13,0.17
28,Lattice,All,0.5,413,NOLAB,13,0
29,Lattice,All,0.5,413,NOLAB,13,0.37
30,Lattice,All,0.5,413,NOLAB,13,0.21
31,Lattice,All,0.5,413,NOLAB,13,0.14
32,Lattice,All,0.5,413,NOLAB,13,0.02
33,Lattice,All,0.5,413,NOLAB,13,0.16
34,Lattice,All,0.5,413,NOLAB,13,0.16
35,Lattice,All,0.5,413,NOLAB,13,0.07
36,Lattice,All,0.5,413,NOLAB,13,0.5
37,Lattice,All,0.5,413,NOLAB,13,0.05
38,Lattice,All,0.5,413,NOLAB,13,0.19
39,Lattice,All,0.5,413,NOLAB,13,0.12
40,Lattice,All,0.5,413,NOLAB,13,0.17
41,Lattice,All,0.5,413,NOLAB,13,0.18
42,Lattice,All,0.5,413,NOLAB,13,0.09
43,Lattice,All,0.5,413,NOLAB,13,0.58
44,Lattice,All,0.5,413,NOLAB,13,0.19
45,Lattice,All,0.5,413,NOLAB,13,0.18
46,Lattice,All,0.5,413,NOLAB,13,0.15
47,Lattice,All,0.5,413,NOLAB,13,0.02
48,Lattice,All,0.5,413,NOLAB,13,0.16
49,Lattice,All,0.5,413,NOLAB,13,0.06
50,Lattice,All,0.5,413,NOLAB,13,0.18
1,Lattice,All,0.5,413,COLAB,2,0.99
2,Lattice,All,0.5,413,COLAB,2,0.98
3,Lattice,All,0.5,413,COLAB,2,0.99
4,Lattice,All,0.5,413,COLAB,2,0.99
5,Lattice,All,0.5,413,COLAB,2,0.97
6,Lattice,All,0.5,413,COLAB,2,0.99
7,Lattice,All,0.5,413,COLAB,2,0.99
8,Lattice,All,0.5,413,COLAB,2,0.96
9,Lattice,All,0.5,413,COLAB,2,0.98
10,Lattice,All,0.5,413,COLAB,2,0.99
11,Lattice,All,0.5,413,COLAB,2,0.99
12,Lattice,All,0.5,413,COLAB,2,1
13,Lattice,All,0.5,413,COLAB,2,0.95
14,Lattice,All,0.5,413,COLAB,2,0.98
15,Lattice,All,0.5,413,COLAB,2,0.99
16,Lattice,All,0.5,413,COLAB,2,0.99
17,Lattice,All,0.5,413,COLAB,2,0.98
18,Lattice,All,0.5,413,COLAB,2,1
19,Lattice,All,0.5,413,COLAB,2,0.99
20,Lattice,All,0.5,413,COLAB,2,0.99
21,Lattice,All,0.5,413,COLAB,2,0.97
22,Lattice,All,0.5,413,COLAB,2,0.99
23,Lattice,All,0.5,413,COLAB,2,0.96
24,Lattice,All,0.5,413,COLAB,2,0.99
25,Lattice,All,0.5,413,COLAB,2,1
26,Lattice,All,0.5,413,COLAB,2,0.97
27,Lattice,All,0.5,413,COLAB,2,0.97
28,Lattice,All,0.5,413,COLAB,2,0.99
29,Lattice,All,0.5,413,COLAB,2,1
30,Lattice,All,0.5,413,COLAB,2,0.97
31,Lattice,All,0.5,413,COLAB,2,0.99
32,Lattice,All,0.5,413,COLAB,2,1
33,Lattice,All,0.5,413,COLAB,2,1
34,Lattice,All,0.5,413,COLAB,2,0.96
35,Lattice,All,0.5,413,COLAB,2,0.99
36,Lattice,All,0.5,413,COLAB,2,0.98
37,Lattice,All,0.5,413,COLAB,2,1
38,Lattice,All,0.5,413,COLAB,2,1
39,Lattice,All,0.5,413,COLAB,2,0.99
40,Lattice,All,0.5,413,COLAB,2,1
41,Lattice,All,0.5,413,COLAB,2,1
42,Lattice,All,0.5,413,COLAB,2,0.99
43,Lattice,All,0.5,413,COLAB,2,0.99
44,Lattice,All,0.5,413,COLAB,2,1
45,Lattice,All,0.5,413,COLAB,2,1
46,Lattice,All,0.5,413,COLAB,2,0.99
47,Lattice,All,0.5,413,COLAB,2,0.98
48,Lattice,All,0.5,413,COLAB,2,1
49,Lattice,All,0.5,413,COLAB,2,0.98
50,Lattice,All,0.5,413,COLAB,2,0.99
1,Lattice,All,0.5,413,NOLAB,2,0.99
2,Lattice,All,0.5,413,NOLAB,2,0.99
3,Lattice,All,0.5,413,NOLAB,2,1
4,Lattice,All,0.5,413,NOLAB,2,1
5,Lattice,All,0.5,413,NOLAB,2,0.97
6,Lattice,All,0.5,413,NOLAB,2,0.98
7,Lattice,All,0.5,413,NOLAB,2,0.99
8,Lattice,All,0.5,413,NOLAB,2,1
9,Lattice,All,0.5,413,NOLAB,2,0.99
10,Lattice,All,0.5,413,NOLAB,2,1
11,Lattice,All,0.5,413,NOLAB,2,0.99
12,Lattice,All,0.5,413,NOLAB,2,1
13,Lattice,All,0.5,413,NOLAB,2,0.98
14,Lattice,All,0.5,413,NOLAB,2,1
15,Lattice,All,0.5,413,NOLAB,2,0.99
16,Lattice,All,0.5,413,NOLAB,2,0.98
17,Lattice,All,0.5,413,NOLAB,2,1
18,Lattice,All,0.5,413,NOLAB,2,1
19,Lattice,All,0.5,413,NOLAB,2,1
20,Lattice,All,0.5,413,NOLAB,2,0.99
21,Lattice,All,0.5,413,NOLAB,2,0.99
22,Lattice,All,0.5,413,NOLAB,2,1
23,Lattice,All,0.5,413,NOLAB,2,0.99
24,Lattice,All,0.5,413,NOLAB,2,0.98
25,Lattice,All,0.5,413,NOLAB,2,0.99
26,Lattice,All,0.5,413,NOLAB,2,0.98
27,Lattice,All,0.5,413,NOLAB,2,0.99
28,Lattice,All,0.5,413,NOLAB,2,1
29,Lattice,All,0.5,413,NOLAB,2,1
30,Lattice,All,0.5,413,NOLAB,2,0.99
31,Lattice,All,0.5,413,NOLAB,2,0.99
32,Lattice,All,0.5,413,NOLAB,2,1
33,Lattice,All,0.5,413,NOLAB,2,1
34,Lattice,All,0.5,413,NOLAB,2,1
35,Lattice,All,0.5,413,NOLAB,2,0.96
36,Lattice,All,0.5,413,NOLAB,2,0.99
37,Lattice,All,0.5,413,NOLAB,2,0.98
38,Lattice,All,0.5,413,NOLAB,2,0.98
39,Lattice,All,0.5,413,NOLAB,2,0.99
40,Lattice,All,0.5,413,NOLAB,2,0.98
41,Lattice,All,0.5,413,NOLAB,2,1
42,Lattice,All,0.5,413,NOLAB,2,0.99
43,Lattice,All,0.5,413,NOLAB,2,1
44,Lattice,All,0.5,413,NOLAB,2,0.99
45,Lattice,All,0.5,413,NOLAB,2,1
46,Lattice,All,0.5,413,NOLAB,2,0.98
47,Lattice,All,0.5,413,NOLAB,2,0.99
48,Lattice,All,0.5,413,NOLAB,2,1
49,Lattice,All,0.5,413,NOLAB,2,0.99
50,Lattice,All,0.5,413,NOLAB,2,1
1,Lattice,All,0.5,413,COLAB,7,0.93
2,Lattice,All,0.5,413,COLAB,7,0.95
3,Lattice,All,0.5,413,COLAB,7,0.95
4,Lattice,All,0.5,413,COLAB,7,0.95
5,Lattice,All,0.5,413,COLAB,7,0.95
6,Lattice,All,0.5,413,COLAB,7,0.96
7,Lattice,All,0.5,413,COLAB,7,0.95
8,Lattice,All,0.5,413,COLAB,7,0.97
9,Lattice,All,0.5,413,COLAB,7,0.94
10,Lattice,All,0.5,413,COLAB,7,0.95
11,Lattice,All,0.5,413,COLAB,7,0.94
12,Lattice,All,0.5,413,COLAB,7,0.98
13,Lattice,All,0.5,413,COLAB,7,0.91
14,Lattice,All,0.5,413,COLAB,7,0.92
15,Lattice,All,0.5,413,COLAB,7,0.93
16,Lattice,All,0.5,413,COLAB,7,0.98
17,Lattice,All,0.5,413,COLAB,7,0.99
18,Lattice,All,0.5,413,COLAB,7,0.97
19,Lattice,All,0.5,413,COLAB,7,0.9
20,Lattice,All,0.5,413,COLAB,7,0.96
21,Lattice,All,0.5,413,COLAB,7,0.91
22,Lattice,All,0.5,413,COLAB,7,0.95
23,Lattice,All,0.5,413,COLAB,7,0.97
24,Lattice,All,0.5,413,COLAB,7,0.95
25,Lattice,All,0.5,413,COLAB,7,0.95
26,Lattice,All,0.5,413,COLAB,7,0.98
27,Lattice,All,0.5,413,COLAB,7,0.92
28,Lattice,All,0.5,413,COLAB,7,0.94
29,Lattice,All,0.5,413,COLAB,7,0.96
30,Lattice,All,0.5,413,COLAB,7,0.95
31,Lattice,All,0.5,413,COLAB,7,0.94
32,Lattice,All,0.5,413,COLAB,7,0.93
33,Lattice,All,0.5,413,COLAB,7,0.99
34,Lattice,All,0.5,413,COLAB,7,0.97
35,Lattice,All,0.5,413,COLAB,7,0.94
36,Lattice,All,0.5,413,COLAB,7,1
37,Lattice,All,0.5,413,COLAB,7,0.9
38,Lattice,All,0.5,413,COLAB,7,1
39,Lattice,All,0.5,413,COLAB,7,0.99
40,Lattice,All,0.5,413,COLAB,7,0.95
41,Lattice,All,0.5,413,COLAB,7,0.98
42,Lattice,All,0.5,413,COLAB,7,1
43,Lattice,All,0.5,413,COLAB,7,0.9
44,Lattice,All,0.5,413,COLAB,7,0.88
45,Lattice,All,0.5,413,COLAB,7,0.93
46,Lattice,All,0.5,413,COLAB,7,0.89
47,Lattice,All,0.5,413,COLAB,7,0.9
48,Lattice,All,0.5,413,COLAB,7,0.99
49,Lattice,All,0.5,413,COLAB,7,0.97
50,Lattice,All,0.5,413,COLAB,7,0.94
1,Lattice,All,0.5,413,NOLAB,7,0.91
2,Lattice,All,0.5,413,NOLAB,7,0.97
3,Lattice,All,0.5,413,NOLAB,7,0.98
4,Lattice,All,0.5,413,NOLAB,7,0.95
5,Lattice,All,0.5,413,NOLAB,7,0.9
6,Lattice,All,0.5,413,NOLAB,7,0.96
7,Lattice,All,0.5,413,NOLAB,7,0.89
8,Lattice,All,0.5,413,NOLAB,7,1
9,Lattice,All,0.5,413,NOLAB,7,0.98
10,Lattice,All,0.5,413,NOLAB,7,0.92
11,Lattice,All,0.5,413,NOLAB,7,0.96
12,Lattice,All,0.5,413,NOLAB,7,0.9
13,Lattice,All,0.5,413,NOLAB,7,0.96
14,Lattice,All,0.5,413,NOLAB,7,0.96
15,Lattice,All,0.5,413,NOLAB,7,0.99
16,Lattice,All,0.5,413,NOLAB,7,0.91
17,Lattice,All,0.5,413,NOLAB,7,0.9
18,Lattice,All,0.5,413,NOLAB,7,0.73
19,Lattice,All,0.5,413,NOLAB,7,0.99
20,Lattice,All,0.5,413,NOLAB,7,0.92
21,Lattice,All,0.5,413,NOLAB,7,0.71
22,Lattice,All,0.5,413,NOLAB,7,0.98
23,Lattice,All,0.5,413,NOLAB,7,0.98
24,Lattice,All,0.5,413,NOLAB,7,0.99
25,Lattice,All,0.5,413,NOLAB,7,0.98
26,Lattice,All,0.5,413,NOLAB,7,0.9
27,Lattice,All,0.5,413,NOLAB,7,0.99
28,Lattice,All,0.5,413,NOLAB,7,0.99
29,Lattice,All,0.5,413,NOLAB,7,0.97
30,Lattice,All,0.5,413,NOLAB,7,0.97
31,Lattice,All,0.5,413,NOLAB,7,0.94
32,Lattice,All,0.5,413,NOLAB,7,0.9
33,Lattice,All,0.5,413,NOLAB,7,0.91
34,Lattice,All,0.5,413,NOLAB,7,1
35,Lattice,All,0.5,413,NOLAB,7,0.98
36,Lattice,All,0.5,413,NOLAB,7,0.98
37,Lattice,All,0.5,413,NOLAB,7,0.97
38,Lattice,All,0.5,413,NOLAB,7,0.91
39,Lattice,All,0.5,413,NOLAB,7,0.76
40,Lattice,All,0.5,413,NOLAB,7,0.97
41,Lattice,All,0.5,413,NOLAB,7,0.96
42,Lattice,All,0.5,413,NOLAB,7,0.95
43,Lattice,All,0.5,413,NOLAB,7,0.92
44,Lattice,All,0.5,413,NOLAB,7,0.98
45,Lattice,All,0.5,413,NOLAB,7,0.99
46,Lattice,All,0.5,413,NOLAB,7,0.87
47,Lattice,All,0.5,413,NOLAB,7,0.99
48,Lattice,All,0.5,413,NOLAB,7,1
49,Lattice,All,0.5,413,NOLAB,7,0.91
50,Lattice,All,0.5,413,NOLAB,7,0.74
1,Lattice,All,0.5,484,COLAB,13,0.94
2,Lattice,All,0.5,484,COLAB,13,0.26
3,Lattice,All,0.5,484,COLAB,13,0.39
4,Lattice,All,0.5,484,COLAB,13,0.77
5,Lattice,All,0.5,484,COLAB,13,0.97
6,Lattice,All,0.5,484,COLAB,13,0.59
7,Lattice,All,0.5,484,COLAB,13,0.62
8,Lattice,All,0.5,484,COLAB,13,0.74
9,Lattice,All,0.5,484,COLAB,13,0.99
10,Lattice,All,0.5,484,COLAB,13,0.91
11,Lattice,All,0.5,484,COLAB,13,0.51
12,Lattice,All,0.5,484,COLAB,13,0.79
13,Lattice,All,0.5,484,COLAB,13,0.59
14,Lattice,All,0.5,484,COLAB,13,0.95
15,Lattice,All,0.5,484,COLAB,13,0.51
16,Lattice,All,0.5,484,COLAB,13,0.64
17,Lattice,All,0.5,484,COLAB,13,0.89
18,Lattice,All,0.5,484,COLAB,13,0.65
19,Lattice,All,0.5,484,COLAB,13,0.84
20,Lattice,All,0.5,484,COLAB,13,0.3
21,Lattice,All,0.5,484,COLAB,13,0.35
22,Lattice,All,0.5,484,COLAB,13,0.69
23,Lattice,All,0.5,484,COLAB,13,0.82
24,Lattice,All,0.5,484,COLAB,13,0.89
25,Lattice,All,0.5,484,COLAB,13,0.92
26,Lattice,All,0.5,484,COLAB,13,0.88
27,Lattice,All,0.5,484,COLAB,13,0.73
28,Lattice,All,0.5,484,COLAB,13,0.52
29,Lattice,All,0.5,484,COLAB,13,0.47
30,Lattice,All,0.5,484,COLAB,13,0.53
31,Lattice,All,0.5,484,COLAB,13,0.75
32,Lattice,All,0.5,484,COLAB,13,0.81
33,Lattice,All,0.5,484,COLAB,13,0.53
34,Lattice,All,0.5,484,COLAB,13,0.74
35,Lattice,All,0.5,484,COLAB,13,0.16
36,Lattice,All,0.5,484,COLAB,13,0.68
37,Lattice,All,0.5,484,COLAB,13,0.77
38,Lattice,All,0.5,484,COLAB,13,0.86
39,Lattice,All,0.5,484,COLAB,13,0.84
40,Lattice,All,0.5,484,COLAB,13,0.86
41,Lattice,All,0.5,484,COLAB,13,0.91
42,Lattice,All,0.5,484,COLAB,13,0.75
43,Lattice,All,0.5,484,COLAB,13,0.5
44,Lattice,All,0.5,484,COLAB,13,0.91
45,Lattice,All,0.5,484,COLAB,13,0.28
46,Lattice,All,0.5,484,COLAB,13,0.56
47,Lattice,All,0.5,484,COLAB,13,0.44
48,Lattice,All,0.5,484,COLAB,13,0.73
49,Lattice,All,0.5,484,COLAB,13,0.74
50,Lattice,All,0.5,484,COLAB,13,0.48
1,Lattice,All,0.5,484,NOLAB,13,0.01
2,Lattice,All,0.5,484,NOLAB,13,0.23
3,Lattice,All,0.5,484,NOLAB,13,0.52
4,Lattice,All,0.5,484,NOLAB,13,0.15
5,Lattice,All,0.5,484,NOLAB,13,0.37
6,Lattice,All,0.5,484,NOLAB,13,0.17
7,Lattice,All,0.5,484,NOLAB,13,0.05
8,Lattice,All,0.5,484,NOLAB,13,0.21
9,Lattice,All,0.5,484,NOLAB,13,0.24
10,Lattice,All,0.5,484,NOLAB,13,0.01
11,Lattice,All,0.5,484,NOLAB,13,0
12,Lattice,All,0.5,484,NOLAB,13,0.43
13,Lattice,All,0.5,484,NOLAB,13,0.68
14,Lattice,All,0.5,484,NOLAB,13,0.23
15,Lattice,All,0.5,484,NOLAB,13,0.12
16,Lattice,All,0.5,484,NOLAB,13,0.12
17,Lattice,All,0.5,484,NOLAB,13,0.29
18,Lattice,All,0.5,484,NOLAB,13,0.28
19,Lattice,All,0.5,484,NOLAB,13,0.14
20,Lattice,All,0.5,484,NOLAB,13,0.5
21,Lattice,All,0.5,484,NOLAB,13,0.39
22,Lattice,All,0.5,484,NOLAB,13,0.18
23,Lattice,All,0.5,484,NOLAB,13,0.09
24,Lattice,All,0.5,484,NOLAB,13,0.06
25,Lattice,All,0.5,484,NOLAB,13,0.07
26,Lattice,All,0.5,484,NOLAB,13,0.61
27,Lattice,All,0.5,484,NOLAB,13,0.62
28,Lattice,All,0.5,484,NOLAB,13,0.47
29,Lattice,All,0.5,484,NOLAB,13,0.01
30,Lattice,All,0.5,484,NOLAB,13,0
31,Lattice,All,0.5,484,NOLAB,13,0.14
32,Lattice,All,0.5,484,NOLAB,13,0.04
33,Lattice,All,0.5,484,NOLAB,13,0.1
34,Lattice,All,0.5,484,NOLAB,13,0.21
35,Lattice,All,0.5,484,NOLAB,13,0.27
36,Lattice,All,0.5,484,NOLAB,13,0.73
37,Lattice,All,0.5,484,NOLAB,13,0
38,Lattice,All,0.5,484,NOLAB,13,0.03
39,Lattice,All,0.5,484,NOLAB,13,0.4
40,Lattice,All,0.5,484,NOLAB,13,0.05
41,Lattice,All,0.5,484,NOLAB,13,0.05
42,Lattice,All,0.5,484,NOLAB,13,0.15
43,Lattice,All,0.5,484,NOLAB,13,0.02
44,Lattice,All,0.5,484,NOLAB,13,0.19
45,Lattice,All,0.5,484,NOLAB,13,0.46
46,Lattice,All,0.5,484,NOLAB,13,0.02
47,Lattice,All,0.5,484,NOLAB,13,0.06
48,Lattice,All,0.5,484,NOLAB,13,0.01
49,Lattice,All,0.5,484,NOLAB,13,0.51
50,Lattice,All,0.5,484,NOLAB,13,0.36
1,Lattice,All,0.5,484,COLAB,2,0.95
2,Lattice,All,0.5,484,COLAB,2,0.99
3,Lattice,All,0.5,484,COLAB,2,0.99
4,Lattice,All,0.5,484,COLAB,2,0.98
5,Lattice,All,0.5,484,COLAB,2,1
6,Lattice,All,0.5,484,COLAB,2,0.99
7,Lattice,All,0.5,484,COLAB,2,0.96
8,Lattice,All,0.5,484,COLAB,2,0.98
9,Lattice,All,0.5,484,COLAB,2,0.99
10,Lattice,All,0.5,484,COLAB,2,0.99
11,Lattice,All,0.5,484,COLAB,2,0.98
12,Lattice,All,0.5,484,COLAB,2,0.99
13,Lattice,All,0.5,484,COLAB,2,0.97
14,Lattice,All,0.5,484,COLAB,2,0.98
15,Lattice,All,0.5,484,COLAB,2,0.99
16,Lattice,All,0.5,484,COLAB,2,0.98
17,Lattice,All,0.5,484,COLAB,2,0.99
18,Lattice,All,0.5,484,COLAB,2,0.98
19,Lattice,All,0.5,484,COLAB,2,0.98
20,Lattice,All,0.5,484,COLAB,2,0.99
21,Lattice,All,0.5,484,COLAB,2,1
22,Lattice,All,0.5,484,COLAB,2,0.98
23,Lattice,All,0.5,484,COLAB,2,1
24,Lattice,All,0.5,484,COLAB,2,0.99
25,Lattice,All,0.5,484,COLAB,2,0.99
26,Lattice,All,0.5,484,COLAB,2,1
27,Lattice,All,0.5,484,COLAB,2,0.99
28,Lattice,All,0.5,484,COLAB,2,1
29,Lattice,All,0.5,484,COLAB,2,0.99
30,Lattice,All,0.5,484,COLAB,2,0.96
31,Lattice,All,0.5,484,COLAB,2,0.98
32,Lattice,All,0.5,484,COLAB,2,1
33,Lattice,All,0.5,484,COLAB,2,0.99
34,Lattice,All,0.5,484,COLAB,2,0.98
35,Lattice,All,0.5,484,COLAB,2,0.98
36,Lattice,All,0.5,484,COLAB,2,0.99
37,Lattice,All,0.5,484,COLAB,2,0.94
38,Lattice,All,0.5,484,COLAB,2,0.97
39,Lattice,All,0.5,484,COLAB,2,0.99
40,Lattice,All,0.5,484,COLAB,2,0.99
41,Lattice,All,0.5,484,COLAB,2,0.99
42,Lattice,All,0.5,484,COLAB,2,0.97
43,Lattice,All,0.5,484,COLAB,2,0.99
44,Lattice,All,0.5,484,COLAB,2,0.97
45,Lattice,All,0.5,484,COLAB,2,0.99
46,Lattice,All,0.5,484,COLAB,2,0.99
47,Lattice,All,0.5,484,COLAB,2,1
48,Lattice,All,0.5,484,COLAB,2,0.99
49,Lattice,All,0.5,484,COLAB,2,0.99
50,Lattice,All,0.5,484,COLAB,2,0.99
1,Lattice,All,0.5,484,NOLAB,2,0.98
2,Lattice,All,0.5,484,NOLAB,2,0.99
3,Lattice,All,0.5,484,NOLAB,2,1
4,Lattice,All,0.5,484,NOLAB,2,0.99
5,Lattice,All,0.5,484,NOLAB,2,1
6,Lattice,All,0.5,484,NOLAB,2,1
7,Lattice,All,0.5,484,NOLAB,2,0.99
8,Lattice,All,0.5,484,NOLAB,2,1
9,Lattice,All,0.5,484,NOLAB,2,0.98
10,Lattice,All,0.5,484,NOLAB,2,0.99
11,Lattice,All,0.5,484,NOLAB,2,0.98
12,Lattice,All,0.5,484,NOLAB,2,0.95
13,Lattice,All,0.5,484,NOLAB,2,0.98
14,Lattice,All,0.5,484,NOLAB,2,0.98
15,Lattice,All,0.5,484,NOLAB,2,0.99
16,Lattice,All,0.5,484,NOLAB,2,0.99
17,Lattice,All,0.5,484,NOLAB,2,0.99
18,Lattice,All,0.5,484,NOLAB,2,0.99
19,Lattice,All,0.5,484,NOLAB,2,0.99
20,Lattice,All,0.5,484,NOLAB,2,0.99
21,Lattice,All,0.5,484,NOLAB,2,1
22,Lattice,All,0.5,484,NOLAB,2,1
23,Lattice,All,0.5,484,NOLAB,2,1
24,Lattice,All,0.5,484,NOLAB,2,1
